133   30.2489        3  nss+05     
134   39.949         8  hlk+04     
135   63.327         3  hlk+04     
136   228.3         12  nmc81      
137   6.116         18  hlk+04     
138   52.667         9  clm+05     
139   40.938         3  hlk+04     
140   113.4          2  antt94     
141   23.727         6  hlk+04     
142   19.454         4  hlk+04     
143   52.9           6  hlk+04     
144   254.0          5  kbm+03     
145   240.5         15  kbm+03     
146   20             6  ebvb01     
147   67.99          1  dml02      
148   112.3          3  mlc+01     
149   12.889         6  hlk+04     
150   147.29         7  hfs+04     
151   219           11  mlc+01     
152   156.5         10  cmh91      
153   196.85         8  hfs+04     
154   178.47         9  ebvb01     
155   94.16         11  hlk+04     
156   34.66         17  hlk+04     
157   91.29          9  ebvb01     
158   86.635        16  hlk+04     
159   238.2         16  kbm+03     
160   472.7         12  kbm+03     
161   95             3  nmc81      
162   184.429        4  dsb+98     
163   198.8          3  mlc+01     
164   76             7  nmc81      
165   145.8          5  hfs+04     
166   51.1          16  nmc81      
167   116.8          2  dsb+98     
168   196.432        4  dsb+98     
169   103.72         6  hfs+04     
170   15.888         3  hlk+04     
171   180.37         4  hfs+04     
172   54.3          16  nmc81      
173   13.158        18  hlk+04     
174   27.271         6  hlk+04     
175   237.1          3  mlc+01     
176   152.9          5  nmc81      
177   57.4           3  hfs+04     
178   23             2  rtj+96     
179   102.1          8  ebvb01     
180   99.4          11  nmc81      
181   113.79        16  ebvb01     
182   134.5          9  mlc+01     
183   157.94         1  dsb+98     
184   180.2          5  nmc81      
185   159.74        12  hfs+04     
186   20.32          5  hlk+04     
187   25.1           6  tdk+93     
188   12.497         3  hlk+04     
189   98.1           3  kbm+03     
190   15.4           5  hlk+04     
191   29             3  rtj+96     
192   167            3  nmc81      
193   2.958          3  hlk+04     
194   200.3          4  mlc+01     
195   156.9          2  nmc81      
196   226.1          3  mlc+01     
197   92.7          12  nmc81      
198   72.8           3  kbm+03     
199   130.32        17  hfs+04     
200   159.3          9  mlc+01     
201   426            4  mlc+01     
202   98.1          12  nmc81      
203   195.99         5  dsb+98     
204   22.51          9  hlk+04     
205   383.9          1  jml+95     
206   9.0233         2  lcw+01     
207   294            4  kbm+03     
208   379.78        17  kbm+03     
209   278.7          6  kbm+03     
210   66.8          18  nmc81      
211   252.1          4  mlc+01     
212   394.2          2  cbm+01     
213   439.1          9  nmc81      
214   48.82          7  hlk+04     
215   1039.4        11  kbm+03     
216   80             3  kbm+03     
217   212            8  hfs+04     
218   10.25180       7  hbo04      
219   714            8  kbm+03     
220   6.491          3  hlk+04     
221   506.8         12  kbm+03     
222   418.20        17  hfs+04     
223   139            4  hfs+04     
224   50.75          8  hlk+04     
225   189.7          9  kbm+03     
226   136.529       10  dsb+98     
227   72.74          3  jml+95     
228   33.777        10  hlk+04     
229   306.5          4  hfs+04     
230   449.2          4  kbm+03     
231   58.147         5  tsb+99     
232   240.2          5  nmc81      
233   52.54          7  hlk+04     
234   116.156        2  dsb+98     
235   129.1          2  jml+95     
236   *              0  *          
237   446.8         15  mlc+01     
238   491            3  kbm+03     
239   167.5         14  hfs+04     
240   330.7          6  kbm+03     
241   234            4  hfs+04     
242   590            5  hfs+04     
243   149.7         15  kbm+03     
244   142.8          4  ebvb01     
245   320.3          6  dmk+93     
246   436.5         18  mlc+01     
247   30.1           5  nmc81      
248   51             2  nmc81      
249   60             8  ebvb01     
250   334.0         11  kbm+03     
251   108.7          3  hfs+04     
252   275.9          3  kbm+03     
253   78.506        15  kmj+96     
254   271.01         2  kbm+97     
255   203            3  hfs+04     
256   158.4         11  hfs+04     
257   406            3  kbm+03     
258   262.56         6  jml+95     
259   249.3         10  nmc81      
260   148.4         10  nmc81      
261   599.1          7  mlc+01     
262   677.0          4  hfs+04     
263   9.195          8  hlk+04     
264   228.2          4  mlc+01     
265   40.53          3  antt94     
266   493.6          9  kbm+03     
267   303            6  kbm+03     
268   27.4          14  nmc81      
269   707.4         13  mlc+01     
270   204.7          6  nmc81      
271   92.915         3  dsb+98     
272   439.4          4  mlc+01     
273   223.26         3  dsb+98     
274   111.196        5  dsb+98     
275   289.5         16  kbm+03     
276   330            2  cmg+02     
277   298            3  kbm+03     
278   280.27         3  jml+95     
279   55.33          2  dsb+98     
280   675            9  kbm+03     
281   261.1          7  kbm+03     
282   264.4         16  mlc+01     
283   148.734        4  dsb+98     
284   305.7          8  kbm+03     
285   567.8          5  jml+95     
286   4.864          5  hlk+04     
287   85.5           7  nmc81      
288   228.041        9  dsb+98     
289   519.8          8  mlc+01     
290   30.77          3  dsb+98     
291   46.448        17  hlk+04     
292   116.048        2  bokh03     
293   343.8         17  mlc+01     
294   159.03         2  dsb+98     
295   78.7          13  mlc+01     
296   284.7          6  mlc+01     
297   111.68         7  hfs+04     
298   241            6  kbm+03     
299   191            7  hfs+04     
300   74             3  kbm+03     
301   74             6  kbm+03     
302   243.5          6  hfs+04     
303   219.2          1  dsb+98     
304   325.2          5  nmc81      
305   39.67          4  eb01b      
306   178            5  kbm+03     
307   59.24          2  dsb+98     
308   683            3  kbm+03     
309   145.41        19  hfs+04     
310   133.93         9  ebvb01     
311   *              0  *          
312   174.347        3  dsb+98     
313   37             6  hfs+04     
314   333.8         11  kbm+03     
315   141.1          7  kbm+03     
316   163.0          5  ebvb01     
317   786.6         18  mlc+01     
318   347            3  mlc+01     
319   74             6  kbm+03     
320   97.47         12  hfs+04     
321   454.2          7  mlc+01     
322   415.1          5  hfs+04     
323   125.835        7  dsb+98     
324   176.1         10  kbm+03     
325   31            30  ebvb01     
326   301           10  kbm+03     
327   239.4          5  clm+01     
328   414           13  kbm+03     
329   495            9  kbm+03     
330   100           20  nmc81      
331   439.9         19  kbm+03     
332   105.02        11  ebvb01     
333   179            3  kbm+03     
334   17.5          12  hlk+04     
335   94.3           3  hfs+04     
336   9.242          6  hlk+04     
337   44.1          12  nmc81      
338   297.25         8  hfs+04     
339   270.6         19  kbm+03     
340   109.95        12  ebvb01     
341   336.2         20  mlc+01     
342   17.9           1  tdk+93     
343   433.3         15  kbm+03     
344   215            4  kbm+03     
345   278.4         13  mlc+01     
346   100.584        4  dsb+98     
347   95             3  kbm+03     
348   206.5         17  kbm+03     
349   29.634         9  hlk+04     
350   94.7           9  hfs+04     
351   10.18728       3  wdk+00     
352   374            3  mlc+01     
353   86.1          12  kbm+03     
354   146.72         3  mjl+95     
355   875           10  nj98       
356   500           21  kbm+03     
357   343            3  mlc+01     
358   505.0          3  hfs+04     
359   470.0         15  mlc+01     
360   967            3  mlc+01     
361   436.9          2  jml+95     
362   480            6  kbm+03     
363   374            8  mlc+01     
364   *              0  *          
365   574            5  mlc+01     
366   340            4  kbm+03     
367   36.214         8  hlk+04     
368   133            2  nmc81      
369   134.1         16  nmc81      
370   24.0          15  kapw91     
371   93.0          12  mlc+01     
372   12.0           1  lzb+00     
373   309           13  kbm+03     
374   983.3          5  hfs+04     
375   678.1         12  mlc+01     
376   400.94         4  jml+95     
377   442.2          5  kbm+03     
378   97.6           6  nmc81      
379   16.42         10  dsb+98     
380   13.312        18  hlk+04     
381   618.8         19  mlc+01     
382   659            9  kbm+03     
383   828            9  kbm+03     
384   497            5  kbm+03     
385   209.6          3  hfs+04     
386   287.30        15  hfs+04     
387   502.7          4  hfs+04     
388   318.80         6  hfs+04     
389   294.91         3  jml+95     
390   680.9         14  mlc+01     
391   42.0          10  nmc81      
392   118            2  nmc81      
393   514           11  kbm+03     
394   15.10         19  hlk+04     
395   119.2978       9  dsb+98     
396   41.7           3  dsb+98     
397   777.7         17  hfs+04     
398   640.3          7  hfs+04     
399   241            3  kbm+03     
400   76.99         13  hfs+04     
401   717.3          6  wmp+00     
402   364.6          9  mlc+01     
403   26.5           0  hrs+04     
404   26.3           0  hrs+04     
405   26.5           0  hrs+04     
406   26.3           0  hrs+04     
407   435            7  kbm+03     
408   278.1         20  mlc+01     
409   293.4          5  mlc+01     
410   597            3  mlc+01     
411   284.6          4  mlc+01     
412   90.388         8  dsb+98     
413   214.6          2  ebvb01     
414   254           17  kbm+03     
415   112.1          4  nmc81      
416   354.8          9  kbm+03     
417   547            3  kbm+03     
418   174.172        6  dsb+98     
419   416.8          4  hfs+04     
420   127.2          5  cml+04     
421   31.27          1  dsb+98     
422   293.71        14  hfs+04     
423   98.0           5  nmc81      
424   39             5  mlt+78     
425   305            3  kbm+03     
426   100.6          1  dsb+98     
427   229            3  kbm+03     
428   542.3         18  mlc+01     
429   575.2         17  mlc+01     
430   645            9  mlc+01     
431   54.24          6  eb01b      
432   311.8          9  mlc+01     
433   514.7         11  mlc+01     
434   121.98         6  jml+95     
435   677            8  kbm+03     
436   808.1         12  mlc+01     
437   153.5          6  ebvb01     
438   260.17         7  hfs+04     
439   289.2         10  mlc+01     
440   60.49          1  dsb+98     
441   369           15  kbm+03     
442   129.6         12  nmc81      
443   64.56          9  hfs+04     
444   360.0          2  dkm+01     
445   198.7         20  hfs+04     
446   323.9          6  kbm+03     
447   248            5  kbm+03     
448   123            4  ebvb01     
449   43.4          13  kbm+03     
450   325            5  kbm+03     
451   430.1         17  mlc+01     
452   82.4           6  nmc81      
453   456.7         20  mlc+01     
454   65.3           1  mka+73     
455   332            4  kbm+03     
456   282            3  mlc+01     
457   44.26         11  hfs+04     
458   113.7          6  clm+01     
459   200.5         13  hfs+04     
460   124.2          5  nmc81      
461   166            3  kbm+03     
462   177.1         19  mlc+01     
463   216.6         18  kbm+03     
464   262.4         15  mlc+01     
465   349.7          3  kbm+03     
466   71.07          2  tml93      
467   115.95        16  clm+01     
468   13.5708       12  hlk+04     
469   8.6            2  dmk+93     
470   37             5  nmc81      
471   175            4  kbm+03     
472   477.2         19  kbm+03     
473   258           10  kbm+03     
474   194.0          4  hfs+04     
475   584            4  kbm+03     
476   256.5         14  kbm+03     
477   11.75          6  clm+05     
478   143            5  kbm+03     
479   61.0          17  nmc81      
480   129.8          5  nmc81      
481   48.7           5  nmc81      
482   19.613        20  hlk+04     
483   137.7          9  kbm+03     
484   423.6         17  kbm+03     
485   84             7  nmc81      
486   84.76         17  kbm+03     
487   332            3  kbm+03     
488   628.7          2  jml+95     
489   219            6  kbm+03     
490   252.5          3  hfs+04     
491   469.7         10  mlc+01     
492   51.5           8  nmc81      
493   194.1         13  kbm+03     
494   482            5  kbm+03     
495   87.78         12  ebvb01     
496   30.08          5  awkp97     
497   29.47         11  awkp97     
498   29.3           0  rhs+05     
499   29.3           0  rhs+05     
500   29.3           0  rhs+05     
501   11.6109       17  hlk+04     
502   250            3  hfs+04     
503   199.9          2  jml+95     
504   79             3  kbm+03     
505   152.7         10  kbm+03     
506   833            3  kbm+03     
507   235            3  kbm+03     
508   338            3  kbm+03     
509   329            4  kbm+03     
510   362.7          8  hfs+04     
511   49             3  nmc81      
512   89.50         10  ebvb01     
513   292            9  kbm+03     
514   149           10  kbm+03     
515   49.6          10  mlc+01     
516   106.65        12  ebvb01     
517   110.9          4  kbm+03     
518   14.698        18  hlk+04     
519   181            3  kbm+03     
520   24.82          1  mka+73     
521   190.82         2  jml+95     
522   66.28         14  ebvb01     
523   219.8         14  kbm+03     
524   107.0          7  kbm+03     
525   110           30  ebvb01     
526   147.5         19  mlc+01     
527   11.61436       3  kws03      
528   65.0           3  hfs+04     
529   93             4  kbm+03     
530   707            5  mlc+01     
531   136.9         17  mlc+01     
532   603            3  hfs+04     
533   546            7  kbm+03     
534   91             4  kbm+03     
535   175.88         6  hfs+04     
536   380            5  kbm+03     
537   304.5         13  mlc+01     
538   160           20  ebvb01     
539   428            5  kbm+03     
540   91.0           6  hfs+04     
541   186            4  hfs+04     
542   265.7         12  kbm+03     
543   18.403         4  hlk+04     
544   35.24          3  hlk+04     
545   211            3  kbm+03     
546   345.7         10  mlc+01     
547   35.16          7  hfs+04     
548   287            3  kbm+03     
549   148            4  hfs+04     
550   222.3         12  kbm+03     
551   126.0          5  kbm+03     
552   141.2          6  kbm+03     
553   315.5          4  mlc+01     
554   24.8           2  lxf+05     
555   55.983         8  dsb+98     
556   102            4  kbm+03     
557   337.7         18  kbm+03     
558   600            8  kbm+03     
559   493            2  hfs+04     
560   210            7  nmc81      
561   450           12  kbm+03     
562   51.901        15  hlk+04     
563   73.045         7  hlk+04     
564   436            3  kbm+03     
565   144.497        2  dsb+98     
566   657            3  mlc+01     
567   212.9          3  hfs+04     
568   56.1           4  dmk+93     
569   176.55         8  hfs+04     
570   260.56         9  cuo03      
571   273            3  mlc+01     
572   194.6          7  mlc+01     
573   170.93         7  hfs+04     
574   319            4  kbm+03     
575   46.201        16  hlk+04     
576   53.763         4  hlk+04     
577   77.5           4  ebvb01     
578   264.07         2  dsb+98     
579   38.0501        1  tsb+99     
580   140.8          5  nmc81      
581   54.370         5  dsb+98     
582   35.1           3  hfs+04     
583   532            4  mlc+01     
584   10.682         5  hlk+04     
585   533            3  mlc+01     
586   150.1          6  hfs+04     
587   1069           8  mlc+01     
588   49.13          8  hlk+04     
589   416            3  mlc+01     
590   380.1          8  kbm+03     
591   127.57         5  hfs+04     
592   221            8  kbm+03     
593   556.8         18  mlc+01     
594   1173          12  kbm+03     
595   161.2          3  hfs+04     
596   360.1         20  mlc+01     
597   624            4  mlc+01     
598   582.8          3  wmp+00     
599   21.39          3  hlk+04     
600   152.44         2  dsb+98     
601   748           13  kbm+03     
602   300            4  kbm+03     
603   124.48         8  jml+95     
604   44.79         14  hlk+04     
605   312.6          5  kbm+03     
606   1160          15  mlc+01     
607   488            3  mlc+01     
608   163.6          5  ebvb01     
609   467            5  kcm+98     
610   117.5          4  eb01b      
611   134.7          3  kbm+03     
612   71             8  hfs+04     
613   261            3  mlc+01     
614   363            4  kbm+03     
615   230.68         2  dsb+98     
616   364.3         13  mlc+01     
617   755            4  mlc+01     
618   68.183        10  hlk+04     
619   62.8633        5  tacl99     
620   295            5  nmc81      
621   183.3         10  mlc+01     
622   364            5  kbm+03     
623   145            6  mld+96     
624   684.8         17  mlc+01     
625   237.0          7  kbm+03     
626   817            6  mlc+01     
627   33.8           6  lwf+04     
628   557.8          7  hfs+04     
629   166.2          9  kbm+03     
630   952            3  mlc+01     
631   1209          15  kbm+03     
632   29.490         3  eb01b      
633   498            5  jml+95     
634   489.6         16  kbm+03     
635   412            4  hfs+04     
636   562.9          8  mlc+01     
637   578            3  hfs+04     
638   758            5  mlc+01     
639   398.41         8  jml+95     
640   474.1          3  hfs+04     
641   1120           9  kbm+03     
642   134.9         13  nmc81      
643   24.32          4  hlk+04     
644   416            5  kbm+03     
645   474            6  kbm+03     
646   503            7  kbm+03     
647   542.7         15  kbm+03     
648   193.23         7  jml+95     
649   608            8  kbm+03     
650   417.0         12  kbm+03     
651   448            7  kbm+03     
652   237            3  kbm+03     
653   436.0          7  hfs+04     
654   424.3          8  kbm+03     
655   170.1         15  kbm+03     
656   258.91         4  hfs+04     
657   258.9         16  kbm+03     
658   591.7          8  hfs+04     
659   18.4260        8  llww05     
660   474            3  kbm+03     
661   411.4         19  kbm+03     
662   30.36          4  kapw91     
663   29.5          15  and92      
664   30.1           0  hrs+04     
665   30.6           0  hrs+04     
666   30.3           0  rhs+05     
667   27.7           3  ebvb01     
668   62.4121        2  tsb+99     
669   482            4  kbm+03     
670   450.8         17  kbm+03     
671   478.8          8  dmk+93     
672   35.727         3  hlk+04     
673   36.3           6  lwf+04     
674   43             2  nmc81      
675   490.4          3  hfs+04     
676   595           15  kbm+03     
677   128.278        6  dsb+98     
678   925            6  kbm+03     
679   392.9         17  kbm+03     
680   35.5           9  lwf+04     
681   398.6         12  mlc+01     
682   332            4  kbm+03     
683   540.2         18  mlc+01     
684   180.4         11  ebvb01     
685   43.25         15  hlk+04     
686   251.5          5  kbm+03     
687   673            4  kbm+03     
688   319.7          8  mlc+01     
689   179.1          6  nmc81      
690   164            2  nmc81      
691   33.46          6  hlk+04     
692   482            3  hfs+04     
693   562            6  kbm+03     
694   68.41          3  hlk+04     
695   40.8           2  snt97      
696   207.2          2  jml+95     
697   416.1         11  mlc+01     
698   337            6  kbm+03     
699   354            6  kbm+03     
700   92.31         12  hlk+04     
701   307            3  kbm+03     
702   154.3          3  ebvb01     
703   375.3         16  kbm+03     
704   845           11  kbm+03     
705   193.4         13  hfs+04     
706   60.37          7  hlk+04     
707   640.9         20  kbm+03     
708   535            3  kbm+03     
709   166.97         9  hlk+04     
710   354.3         18  hfs+04     
711   278            3  kbm+03     
712   526.0          6  hfs+04     
713   303.4          5  jml+95     
714   115.03         4  pdm+03     
715   113.44         4  pdm+03     
716   114.56         7  pdm+03     
717   115            1  jcb+02     
718   115            1  jcb+02     
719   115            1  jcb+02     
720   130.73         6  ebvb01     
721   530            4  kbm+03     
722   367.1          7  kbm+03     
723   629            5  hfs+04     
724   377            3  kbm+03     
725   395            8  kbm+03     
726   49.551        15  hlk+04     
727   110.306       14  hlk+04     
728   280.2         19  kbm+03     
729   150.29         3  dsb+98     
730   54             5  nmc81      
731   22.907         3  hlk+04     
732   146.36        10  hlk+04     
733   598            5  kbm+03     
734   207.1         13  kbm+03     
735   1077           6  kbm+03     
736   626            7  kbm+03     
737   656.1         18  kbm+03     
738   78             6  ebvb01     
739   360.0          2  jml+95     
740   398.2          8  kbm+03     
741   268.3          4  kbm+03     
742   37             5  nmc81      
743   190.7          3  hlk+04     
744   788            3  kbm+03     
745   *              0  *          
746   454            3  hfs+04     
747   24.873         5  hlk+04     
748   75.69          5  jml+95     
749   25.3474        2  lwf+04     
750   393.6         11  kbm+03     
751   356            3  mlc+01     
752   281           14  kbm+03     
753   461            3  kbm+03     
754   106.1          7  nmc81      
755   59.88          3  hlk+04     
756   376            7  kbm+03     
757   92.64         13  ebvb01     
758   15.9899        6  hlk+04     
759   544            5  kbm+03     
760   337            3  cpkm02     
761   449           11  mlc+01     
762   313.1         17  kbm+03     
763   254            7  kbm+03     
764   407            9  hfs+04     
765   682.7         17  mlc+01     
766   308.5          5  hfs+04     
767   587.7          7  hlk+04     
768   525.8         12  kbm+03     
769   707            6  kbm+03     
770   452.6         12  kbm+03     
771   539            5  kbm+03     
772   125.22        14  ebvb01     
773   833           21  hfs+04     
774   373           13  hfs+04     
775   247.4          3  mlc+01     
776   386.6          2  jml+95     
777   297.7          6  kbm+03     
778   44.83          3  hlk+04     
779   42.64          3  hlk+04     
780   66.98          4  hlk+04     
781   41.1           4  lwf+04     
782   381.6          5  mlc+01     
783   75.7           3  hlk+04     
784   496.0          4  hlk+04     
785   103            2  ebvb01     
786   47.758        19  eb01b      
787   126.064        8  hlk+04     
788   416.2          2  jml+95     
789   99.50          4  antt94     
790   254.2          3  mlc+01     
791   409            4  hfs+04     
792   875            3  mlc+01     
793   744            4  mlc+01     
794   230           11  kbm+03     
795   203            3  kbm+03     
796   727            7  mlc+01     
797   539.2          7  mlc+01     
798   277            3  hfs+04     
799   147            4  hfs+04     
800   41.09          3  hlk+04     
801   281.5          7  mlc+01     
802   259            5  hlk+04     
803   9.611          2  tsb+99     
804   256           10  hfs+04     
805   123.33         2  wmp+00     
806   354            3  hfs+04     
807   195.3          4  hfs+04     
808   72.43         14  hlk+04     
809   317            3  kbm+03     
810   228.7         15  hfs+04     
811   56.839         9  eb01b      
812   41.14          3  hlk+04     
813   153.5          3  hfs+04     
814   636            3  hfs+04     
815   524.0         17  mhl+02     
816   317.8         11  hfs+04     
817   65.05          9  hlk+04     
818   578            9  mhl+02     
819   73.512         4  hlk+04     
820   754            8  mhl+02     
821   42             8  cnst96     
822   261           11  hfs+04     
823   331           10  hfs+04     
824   106            3  kbm+03     
825   89.41          4  jml+95     
826   280            6  mhl+02     
827   488.2         10  mhl+02     
828   804            5  hfs+04     
829   49.59          4  hlk+04     
830   182.2         16  hfs+04     
831   223.4          6  mhl+02     
832   735           10  hfs+04     
833   273            4  hfs+04     
834   138.56         3  hlk+04     
835   600.1         12  hlk+04     
836   58.2           5  ebvb01     
837   170.0          3  mhl+02     
838   573.2         21  mhl+02     
839   337            5  mhl+02     
840   48.673         4  hlk+04     
841   152.14        20  hfs+04     
842   23.85          5  mac+02     
843   333            5  hfs+04     
844   740.9          2  sml+01     
845   274.1         15  hfs+04     
846   71.8           2  dpm+01     
847   158.5          6  nmc81      
848   74.90          5  hlk+04     
849   29.3           6  lwf+04     
850   74.9           4  ebvb01     
851   149.2         17  mhl+02     
852   310.3         12  mhl+02     
853   382            6  mhl+02     
854   115.96        14  ebvb01     
855   30.26         11  hlk+04     
856   116.30         3  hlk+04     
857   193.05         7  hlk+04     
858   239            5  hfs+04     
859   505.7         12  mhl+02     
860   131.94         5  ebvb01     
861   3.1388         3  tbm+99     
862   66.67         14  ebvb01     
863   96.66          2  dsb+98     
864   192.9          7  mhl+02     
865   148.1          7  fsk+04     
866   88.373         4  hlk+04     
867   90.1          11  ebvb01     
868   64.474        14  eb01b      
869   299            3  hfs+04     
870   52.0          20  clm+05     
871   51.5           2  lwf+04     
872   835           14  mhl+02     
873   101.5         16  cmgl02     
874   242.15         4  hfs+04     
875   99.364         6  hlk+04     
876   220.4          3  hlk+04     
877   207.33         9  hlk+04     
878   237            1  lmbm00     
879   243.83         0  rhs+05     
880   236.84         0  rhs+05     
881   239.18         0  rhs+05     
882   237.57         0  rhs+05     
883   238.13         0  rhs+05     
884   238.73         0  rhs+05     
885   234.35         0  rhs+05     
886   234.81         0  rhs+05     
887   237.74         0  rhs+05     
888   238.65         0  rhs+05     
889   238.47         0  rhs+05     
890   236.38         0  rhs+05     
891   238.79         0  rhs+05     
892   234.50         0  rhs+05     
893   237.60         0  rhs+05     
894   236.26         0  rhs+05     
895   237.70         0  rhs+05     
896   235.50         0  rhs+05     
897   239.11         0  rhs+05     
898   239.14         0  rhs+05     
899   240.03         0  rhs+05     
900   239.11         0  rhs+05     
901   58             5  nmc81      
902   509.4          3  hlk+04     
903   344            4  hfs+04     
904   409           11  mhl+02     
905   206.34         4  hlk+04     
906   476            5  mhl+02     
907   331            4  hfs+04     
908   189.35         2  dsb+98     
909   233            0  pdm+01     
910   20.4           4  dmk+93     
911   556            3  mhl+02     
912   42.808        20  sfl+05     
913   296.7          6  kbm+03     
914   50.372         8  hlk+04     
915   36.0           9  lwf+04     
916   508.3          9  hfs+04     
917   516.3         13  mhl+02     
918   672            3  hlk+04     
919   35.35         10  hlk+04     
920   187.7          9  hfs+04     
921   252            4  mhl+02     
922   835            5  hfs+04     
923   590            3  hfs+04     
924   115            5  mhl+02     
925   367.1          4  hlk+04     
926   77             1  naf03      
927   326            4  hfs+04     
928   121.18         2  fkl+05     
929   179.454       11  hlk+04     
930   239.3          4  mhl+02     
931   30.817         7  eb01b      
932   34.9           1  snt97      
933   207            5  hfs+04     
934   678            4  mhl+02     
935   218.2         13  mhl+02     
936   328            3  mhl+02     
937   177.157        5  hlk+04     
938   467            4  hfs+04     
939   302.7         10  mhl+02     
940   236.4         19  mhl+02     
941   889            1  mhl+02     
942   812.6         15  mhl+02     
943   431            5  mhl+02     
944   79.42          6  hlk+04     
945   128.6         11  hfs+04     
946   280           40  moh83      
947   641           18  hfs+04     
948   289.0         10  hlk+04     
949   120.37         3  hlk+04     
950   1073.9         6  hfs+04     
951   125.613       14  hlk+04     
952   57.2           1  fsk+04     
953   484           14  mhl+02     
954   264            9  mhl+02     
955   778.8          1  hfs+04     
956   387.9         14  hfs+04     
957   97.97         12  ebvb01     
958   264.2          3  mhl+02     
959   149.6          1  fsk+04     
960   711            6  mhl+02     
961   233.99         5  hlk+04     
962   165.5          3  hlk+04     
963   388.1         20  hfs+04     
964   392.0         11  mhl+02     
965   436.1         17  hfs+04     
966   192            0  pdm+01     
967   186.316       13  hlk+04     
968   424            7  mhl+02     
969   24.674         5  hlk+04     
970   80.857         8  hlk+04     
971   146.22         9  ebvb01     
972   932.3         20  mhl+02     
973   708.1         16  mhl+02     
974   269            3  hfs+04     
975   122.41         5  hlk+04     
976   58             6  ebvb01     
977   319            5  hfs+04     
978   683            7  mhl+02     
979   750.4         27  mhl+02     
980   112.3802      11  hlk+04     
981   312.98         3  hlk+04     
982   89.29          3  clm+05     
